,cntr_no,carrier_no,pol,scheduled_pol_etd,pol_atd,pod,scheduled_pod_eta,pod_ata,portcast_predicted_pod_eta,container_pod_actual_discharge,last_container_event,vessel_legs,container_pod_scheduled_discharge
146,GVCU4059405,HLCU,MYTPP,,,USSAV,2021-06-28T03:00:00-05:00,,2021-07-03T02:00:00,,Vessel arrival,2.0,2021-07-03T02:00:00
147,TTNU4896763,HLCU,MYTPP,,,USSAV,2021-06-28T03:00:00-05:00,,2021-07-03T02:00:00,,Vessel arrival,2.0,2021-07-03T02:00:00
148,OOCU7095919,OOLU,CNYTN,,,USSEA,,,2021-05-26T07:00:00,,Vessel arrival,1.0,2021-05-26T07:00:00
149,HMMU2011128,HDMU,CNNGB,,,USORF,,,2021-06-30T16:00:00,,Vessel arrival,1.0,2021-06-30T16:00:00
150,UACU8427280,HLCU,MYTPP,,,USSAV,2021-06-28T03:00:00-05:00,,2021-07-03T02:00:00,,Vessel arrival,2.0,2021-07-03T02:00:00
151,GAOU6183471,HDMU,INMUN,,,USLAX,,,2021-06-10T18:00:00,,Vessel arrival,2.0,2021-06-10T18:00:00
152,CSNU6653321,COSU,,,,,,,,,,,
153,CCLU6935440,COSU,,,,,,,,,,,
154,GLDU5321935,HLCU,CNYTN,,,CAVAN,2021-06-20T16:00:00-07:00,,2021-06-24T01:00:00,,Unclassified,1.0,2021-06-24T01:00:00
155,HLBU1139401,HLCU,MYTPP,,,USSAV,2021-06-28T03:00:00-05:00,,2021-07-03T02:00:00,,Vessel arrival,2.0,2021-07-03T02:00:00
156,CMAU6879674,CMDU,CNSHG,,,USSAV,,,2021-06-21T01:00:00,,Unload from vessel,1.0,2021-06-21T01:00:00
157,UACU5507931,HLCU,INMUN,2021-05-27T04:00:00+05:30,2021-05-29T00:48:20.440000+05:30,USSAV,,,2021-06-22T07:00:00,,Vessel arrival,1.0,2021-06-22T07:00:00
158,KKFU9156712,ONEY,CNSHG,2021-05-28T13:00:00+08:00,2021-05-28T13:00:00+08:00,USNYC,2021-06-27T13:30:00-05:00,,2021-06-27T08:30:43.252343-05:00,,Vessel departure,1.0,2021-06-27T19:30:00
159,UETU4030160,ONEY,VNCMT,2021-05-29T10:25:00+07:00,2021-05-29T10:25:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Vessel departure,1.0,2021-06-25T00:30:00
160,SEGU4156074,ONEY,CNSHG,2021-05-28T13:00:00+08:00,2021-05-28T13:00:00+08:00,USNYC,2021-06-27T13:30:00-05:00,,2021-06-27T08:30:43.252343-05:00,,Vessel departure,1.0,2021-06-27T19:30:00
161,FANU1540273,HLCU,CNYTN,,,CAVAN,2021-06-20T16:00:00-07:00,,2021-06-24T01:00:00,,Unclassified,1.0,2021-06-24T01:00:00
162,OOLU8521240,OOLU,CNYTN,,,USSEA,,,2021-05-26T07:00:00,,Vessel arrival,1.0,2021-05-26T07:00:00
163,TCLU4216552,ONEY,CNSHG,2021-05-28T13:00:00+08:00,2021-05-28T13:00:00+08:00,USNYC,2021-06-27T13:30:00-05:00,,2021-06-27T08:30:43.252343-05:00,,Vessel departure,1.0,2021-06-27T19:30:00
164,LCGU8085554,CMDU,CNSHG,2021-05-08T00:00:00+08:00,2021-05-10T16:15:31.090000+08:00,USNYC,2021-06-04T00:00:00-05:00,,2021-06-06T15:48:47.460827-05:00,,Unload from vessel,1.0,2021-06-05T07:00:00
165,UETU4063694,ONEY,VNCMT,2021-05-29T10:25:00+07:00,2021-05-29T10:25:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Vessel departure,1.0,2021-06-25T00:30:00
166,TRHU7392258,ONEY,CNSHG,2021-05-28T13:00:00+08:00,2021-05-28T13:00:00+08:00,USNYC,2021-06-27T13:30:00-05:00,,2021-06-27T08:30:43.252343-05:00,,Vessel departure,1.0,2021-06-27T19:30:00
167,MSKU9766667,MAEU,VNVUT,2021-03-18T10:00:00+07:00,,USLAX,2021-05-08T06:30:00-08:00,2021-05-08T06:30:00-08:00,,2021-05-15T01:06:00,Unclassified,1.0,
168,DRYU4064222,ONEY,CNSHG,2021-05-28T13:00:00+08:00,2021-05-28T13:00:00+08:00,USNYC,2021-06-27T13:30:00-05:00,,2021-06-27T08:30:43.252343-05:00,,Vessel departure,1.0,2021-06-27T19:30:00
169,TCLU5615304,ONEY,VNCMT,2021-05-30T15:00:00+07:00,,CAVAN,2021-06-20T10:00:00-07:00,,2021-06-20T16:52:42.848107-07:00,,Gate in,1.0,2021-07-07T06:30:00
170,DRYU4570468,ONEY,CNSHG,2021-05-28T13:00:00+08:00,2021-05-28T13:00:00+08:00,USNYC,2021-06-27T13:30:00-05:00,,2021-06-27T08:30:43.252343-05:00,,Vessel departure,1.0,2021-06-27T19:30:00
171,TCLU4723140,HLCU,VNHPH,2021-05-21T19:30:00+07:00,,CAVAN,2021-06-20T16:00:00-07:00,,2021-06-24T01:00:00,,Unclassified,1.0,2021-06-24T01:00:00
172,HLBU2805267,HLCU,INMUN,2021-05-06T00:00:00+05:30,2021-05-06T03:15:01.190000+05:30,USNYC,2021-05-27T00:00:00-05:00,,2021-06-02T13:36:58.801659-05:00,2021-05-27T14:05:00,Unclassified,1.0,
173,ONEU7017758,ONEY,CNYTN,2021-05-18T17:28:00+08:00,2021-05-18T17:28:00+08:00,USTIW,2021-06-08T12:00:00-07:00,,2021-06-08T06:39:46.539778-07:00,,Vessel departure,1.0,2021-06-08T19:30:00
174,MRKU4128781,MAEU,VNVUT,2021-03-18T10:00:00+07:00,,USLAX,2021-05-08T06:30:00-08:00,2021-05-08T06:30:00-08:00,,2021-05-12T11:28:00,Gate out,1.0,
175,LCGU8081435,CMDU,CNSHG,2021-05-11T05:00:00+08:00,2021-05-12T10:39:23+08:00,USNYC,2021-06-04T13:00:00-05:00,,2021-06-06T15:59:52.505469-05:00,,Unload from vessel,1.0,2021-06-07T13:00:00
176,TLLU6893062,COSU,CNNGB,2021-05-13T11:00:00+08:00,2021-05-17T18:02:40.350000+08:00,USNYC,,,2021-06-12T10:00:00,,Vessel arrival,1.0,2021-06-12T10:00:00
177,MSKU1551512,MAEU,VNVUT,2021-03-18T10:00:00+07:00,,USLAX,2021-05-08T06:30:00-08:00,2021-05-08T06:30:00-08:00,,2021-05-15T01:06:00,Unclassified,1.0,
178,MSKU0375764,MAEU,VNVUT,2021-03-18T10:00:00+07:00,,USLAX,2021-05-08T06:30:00-08:00,2021-05-08T06:30:00-08:00,,2021-05-10T14:43:00,Gate out,1.0,
179,LCGU8085739,CMDU,CNSHG,2021-05-11T05:00:00+08:00,2021-05-12T10:39:23+08:00,USNYC,2021-06-04T13:00:00-05:00,,2021-06-06T15:59:52.505469-05:00,,Unload from vessel,1.0,2021-06-07T13:00:00
180,SEGU4424243,MAEU,VNVUT,2021-03-18T10:00:00+07:00,,USLAX,2021-05-08T06:30:00-08:00,2021-05-08T06:30:00-08:00,,2021-05-15T01:06:00,Gate out,1.0,
181,OOLU9546113,OOLU,CNNGB,2021-04-12T20:00:00+08:00,2021-04-12T20:59:00+08:00,USSEA,2021-05-05T05:00:00-07:00,2021-05-05T04:47:45-07:00,,2021-05-05T04:47:00,Vessel arrival,1.0,
182,TGBU4785710,OOLU,CNNGB,2021-04-12T20:00:00+08:00,2021-04-12T20:59:00+08:00,USSEA,2021-05-05T05:00:00-07:00,2021-05-05T04:47:45-07:00,,2021-05-05T04:47:00,Vessel arrival,1.0,
183,MRKU5521448,MAEU,CNXMG,2021-03-31T03:00:00+08:00,2021-03-31T03:00:00+08:00,USLAX,2021-05-08T06:30:00-08:00,2021-05-08T06:30:00-08:00,,2021-05-08T08:00:00,Gate out,1.0,
184,HDMU6899831,HDMU,CNYTN,2021-05-06T08:00:00+08:00,2021-05-06T08:36:00+08:00,USSAV,2021-06-07T11:00:00-05:00,,2021-06-08T09:00:00,,Unclassified,1.0,2021-06-08T09:00:00
185,KKFU1453020,ONEY,CNYTN,2021-05-16T08:35:00+08:00,2021-05-16T08:35:00+08:00,USLGB,2021-05-31T05:00:00-08:00,2021-05-31T05:00:00-08:00,,,Unclassified,1.0,2021-05-31T08:30:00
186,CAAU6092744,MAEU,VNVUT,2021-03-18T10:00:00+07:00,,USLAX,2021-05-08T06:30:00-08:00,2021-05-08T06:30:00-08:00,,2021-05-10T14:43:00,Gate out,1.0,
187,LCGU8081477,CMDU,CNSHG,2021-05-11T05:00:00+08:00,2021-05-12T10:39:23+08:00,USNYC,2021-06-04T13:00:00-05:00,,2021-06-06T15:59:52.505469-05:00,,Unload from vessel,1.0,2021-06-07T13:00:00
188,TGBU4802463,OOLU,CNNGB,2021-04-12T20:00:00+08:00,2021-04-12T20:59:00+08:00,USSEA,2021-05-05T05:00:00-07:00,2021-05-05T04:47:45-07:00,,2021-05-05T04:47:00,Vessel arrival,1.0,
189,TRHU7397732,ONEY,CNNGB,,,USSAV,2021-06-01T03:00:00-05:00,,2021-06-02T10:35:26.150476-05:00,,Vessel departure,1.0,2021-06-01T09:30:00
190,LCGU8082149,CMDU,CNSHG,2021-05-11T05:00:00+08:00,2021-05-12T10:39:23+08:00,USNYC,2021-06-04T13:00:00-05:00,,2021-06-06T15:59:52.505469-05:00,,Unload from vessel,1.0,2021-06-07T13:00:00
191,HLBU2230563,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-09T18:30:00-05:00,,2021-06-10T12:50:26.565876-05:00,,Vessel departure,1.0,2021-06-10T00:30:00
192,TCLU9801230,ONEY,CNXMG,2021-05-09T12:00:00+08:00,2021-05-09T12:00:00+08:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Vessel departure,2.0,2021-06-25T00:30:00
193,TGHU6368738,CMDU,,,,,,,,,,,
194,BEAU6183164,COSU,CNYTN,,,USMOB,,,2021-06-25T06:00:00,,Vessel arrival,1.0,2021-06-25T06:00:00
195,ONEU0316490,ONEY,CNSHG,2021-05-22T22:00:00+08:00,2021-05-22T22:00:00+08:00,USLAX,2021-06-06T14:00:00-08:00,,2021-06-06T14:00:00-08:00,,Vessel departure,1.0,2021-06-06T19:30:00
196,CAIU4064134,HLCU,CNNGB,2021-05-02T02:00:00+08:00,2021-05-03T05:00:00+08:00,USNYC,2021-06-02T10:00:00-05:00,,2021-06-03T04:20:00.334549-05:00,,Unclassified,1.0,2021-06-02T08:00:00
197,HMMU9027337,HDMU,CNSHG,,,USSAV,,,2021-06-28T13:00:00,,Vessel arrival,1.0,2021-06-28T13:00:00
198,DFSU6642212,OOLU,CNYTN,2021-04-08T14:00:00+08:00,2021-04-08T14:37:57+08:00,USNYC,2021-05-13T13:00:00-05:00,2021-05-13T10:22:49-05:00,,2021-05-14T00:28:00,Unclassified,1.0,
199,TCNU9661054,HLCU,CNNGB,2021-05-07T13:00:00+08:00,2021-05-08T01:49:00+08:00,USNYC,2021-06-07T10:30:00-05:00,,2021-06-08T09:57:32.957493-05:00,,Unclassified,1.0,2021-06-08T19:00:00
200,DFSU7809705,COSU,,,,,,,,,,,
201,CAIU4569091,HDMU,CNYTN,2021-05-02T00:00:00+08:00,2021-05-02T03:46:00+08:00,USORF,2021-06-07T15:00:00-05:00,,2021-06-08T08:08:39.937045-05:00,,Unclassified,1.0,2021-06-07T18:00:00
202,TCLU1702777,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
203,OOCU4944036,COSU,CNYTN,,,USMOB,,,2021-06-25T06:00:00,,Vessel arrival,1.0,2021-06-25T06:00:00
204,CMAU8094823,CMDU,,,,USSAV,,,2021-07-04T00:00:00,,Unload from vessel,2.0,2021-07-04T00:00:00
205,BEAU4033519,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USSAV,,,2021-07-04T00:00:00,,Unload from vessel,1.0,2021-07-04T00:00:00
206,DFSU7171396,COSU,CNNGB,,,USMOB,,,2021-06-29T06:00:00,,Vessel arrival,1.0,2021-06-29T06:00:00
207,APHU7189931,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USSAV,,,2021-07-04T00:00:00,,Unload from vessel,1.0,2021-07-04T00:00:00
208,BEAU4199623,HLCU,VNHPH,,,CAVAN,,,2021-06-30T16:00:00,,Unclassified,2.0,2021-06-30T16:00:00
209,TGHU9779049,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USSAV,,,2021-07-04T00:00:00,,Unload from vessel,1.0,2021-07-04T00:00:00
210,CAIU7041868,CMDU,CNFQG,,,USNYC,,,2021-07-06T13:00:00,,Unload from vessel,2.0,2021-07-06T13:00:00
211,TGCU5046169,COSU,,,,,,,,,,,
212,KOCU9017232,HDMU,CNSHG,,,USSAV,,,2021-06-28T13:00:00,,Vessel arrival,1.0,2021-06-28T13:00:00
213,OOLU9060939,COSU,,,,,,,,,,,
214,FCIU9324459,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
215,CLHU9100635,HLCU,VNVUT,2021-05-25T00:01:00+07:00,,USNYC,,,2021-07-08T05:30:00,,Unclassified,2.0,2021-07-08T05:30:00
216,TCLU8644585,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
217,CBHU9437816,OOLU,CNYTN,2021-04-08T14:00:00+08:00,2021-04-08T14:37:57+08:00,USNYC,2021-05-13T13:00:00-05:00,2021-05-13T10:22:49-05:00,,2021-05-14T00:28:00,Unclassified,1.0,
218,SEGU5621150,HLCU,VNVUT,,,USNYC,,,2021-06-27T09:00:00,,Unclassified,1.0,2021-06-27T09:00:00
219,DFSU6181466,OOLU,CNYTN,2021-04-08T14:00:00+08:00,2021-04-08T14:37:57+08:00,USNYC,2021-05-13T13:00:00-05:00,2021-05-13T10:22:49-05:00,,2021-05-14T00:28:00,Unclassified,1.0,
220,CCLU4930429,COSU,CNSHG,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
221,TCNU4144059,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
222,CMAU4327629,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
223,TEMU6317657,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
224,CMAU4410672,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USSAV,,,2021-07-04T00:00:00,,Unload from vessel,1.0,2021-07-04T00:00:00
225,CCLU5126098,COSU,,,,,,,,,,,
226,SEGU4814067,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
227,OOLU7733286,COSU,CNSHG,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
228,OOLU4512255,COSU,CNSHG,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
229,DRYU4522794,CMDU,CNXMG,,,USLAX,,,2021-06-19T04:00:00,,Unload from vessel,1.0,2021-06-19T04:00:00
230,OOCU7782258,COSU,,,,,,,,,,,
231,CBHU6326505,COSU,CNNGB,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
232,FSCU5081940,COSU,CNSHG,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
233,CAIU9315438,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
234,TCKU4390490,ONEY,VNCMT,2021-05-29T22:40:00+07:00,2021-05-29T22:40:00+07:00,USLAX,2021-06-27T04:00:00-08:00,,2021-06-21T12:25:47.436031-08:00,,Vessel departure,1.0,2021-06-27T07:30:00
235,BMOU5645196,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USSAV,,,2021-07-04T00:00:00,,Unload from vessel,1.0,2021-07-04T00:00:00
236,CBHU9568204,COSU,,,,,,,,,,,
237,APHU4618903,CMDU,CNXMG,,,USLAX,,,2021-06-19T04:00:00,,Unload from vessel,1.0,2021-06-19T04:00:00
238,CBHU9067692,OOLU,CNYTN,2021-05-30T06:00:00+08:00,,USNYC,,,2021-07-02T13:00:00,,Vessel arrival,1.0,2021-07-02T13:00:00
239,CSNU6925306,COSU,CNYTN,,,USMOB,,,2021-06-25T06:00:00,,Vessel arrival,1.0,2021-06-25T06:00:00
240,BEAU6182363,COSU,CNYTN,,,USMOB,,,2021-06-25T06:00:00,,Vessel arrival,1.0,2021-06-25T06:00:00
241,OOLU9196062,COSU,CNNGB,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
242,TEMU8023878,COSU,CNNGB,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
243,MSKU4708544,MAEU,CNXMG,2021-05-29T07:00:00+08:00,,USBAL,2021-07-07T07:00:00-04:00,,2021-07-10T14:17:18.626532-04:00,,Gate out,1.0,2021-07-12T19:00:00
244,OOCU7106551,COSU,,,,,,,,,,,
245,TCLU4139939,HLCU,CNYTN,,,CAVAN,,,2021-07-01T16:00:00,,Unclassified,1.0,2021-07-01T16:00:00
246,OOLU6812101,COSU,,,,,,,,,,,
247,CSNU7635148,COSU,,,,,,,,,,,
248,CCLU7821484,COSU,,,,,,,,,,,
249,BMOU5028595,COSU,,,,,,,,,,,
250,OOCU4877339,COSU,CNNGB,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
251,CCLU7726738,COSU,,,,,,,,,,,
252,ECMU9495443,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
253,CCLU5274937,COSU,CNSHG,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
254,FFAU3602513,COSU,,,,,,,,,,,
255,CSNU4087009,COSU,CNNGB,,,USMOB,,,2021-06-29T06:00:00,,Vessel arrival,1.0,2021-06-29T06:00:00
256,DFSU3514769,COSU,,,,,,,,,,,
257,ECMU4721023,CMDU,CNYTN,,,USLAX,,,2021-06-19T19:54:00,,Unload from vessel,1.0,2021-06-19T19:54:00
258,BEAU6052879,COSU,,,,,,,,,,,
259,TCKU4616850,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USSAV,2021-07-03T14:00:00-05:00,,2021-07-09T18:55:50.364724-05:00,,Empty container pick-up,1.0,2021-07-03T20:30:00
260,DFSU4323556,COSU,CNSHG,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
261,OOLU9360664,COSU,PHMNL,,,HKHKG,,,2020-11-19T14:42:00,2020-11-19T14:42:00,Unclassified,2.0,2020-11-19T14:42:00
262,BEAU6182933,COSU,CNYTN,,,USMOB,,,2021-06-25T06:00:00,,Vessel arrival,1.0,2021-06-25T06:00:00
263,CCLU4804966,OOLU,VNCMT,,,USNYC,,,2021-06-28T12:00:00,,Vessel arrival,1.0,2021-06-28T12:00:00
264,UETU5050686,COSU,CNYTN,,,USMOB,,,2021-06-25T06:00:00,,Vessel arrival,1.0,2021-06-25T06:00:00
265,OOCU6561545,OOLU,VNCMT,,,USLGB,,,2021-06-20T08:00:00,,Vessel arrival,1.0,2021-06-20T08:00:00
266,TCNU2048478,COSU,,,,,,,,,,,
267,OOLU8332143,COSU,CNNGB,,,USMOB,,,2021-06-29T06:00:00,,Vessel arrival,1.0,2021-06-29T06:00:00
268,CMAU4765590,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USSAV,,,2021-07-04T00:00:00,,Unload from vessel,1.0,2021-07-04T00:00:00
269,FSCU5045898,COSU,CNSHG,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
270,CSNU4030770,COSU,CNYTN,,,USMOB,,,2021-06-25T06:00:00,,Vessel arrival,1.0,2021-06-25T06:00:00
271,HMMU6307910,HDMU,CNYTN,,,USLGB,,,2021-06-10T18:00:00,,Vessel arrival,1.0,2021-06-10T18:00:00
272,APHU7367735,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USSAV,,,2021-07-04T00:00:00,,Unload from vessel,1.0,2021-07-04T00:00:00
273,CCLU4853981,COSU,CNNGB,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
274,CMAU9085467,CMDU,CNTXG,,,USSAV,,,2021-06-28T07:00:00,,Unload from vessel,2.0,2021-06-28T07:00:00
275,CBHU8805554,COSU,,,,,,,,,,,
276,CSNU8511780,COSU,CNYTN,,,USMOB,,,2021-06-25T06:00:00,,Vessel arrival,1.0,2021-06-25T06:00:00
277,TRHU4475533,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USSAV,,,2021-07-04T00:00:00,,Unload from vessel,1.0,2021-07-04T00:00:00
278,OOLU9061180,COSU,CNNGB,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
279,MEDU4459958,TOLL,,,,,,,,,,,
280,OOCU4932375,COSU,CNNGB,,,USNYC,,,2021-06-25T08:00:00,,Vessel arrival,1.0,2021-06-25T08:00:00
281,CCLU5141425,COSU,,,,,,,,,,,
282,OOLU9064868,COSU,CNNGB,2020-03-18T00:11:00+08:00,2020-03-18T00:11:00+08:00,USHOU,2020-04-16T06:00:00-06:00,2020-04-16T09:54:59-06:00,,2020-04-16T15:31:00,Unclassified,1.0,2020-04-16T15:31:00
283,CCLU7041723,COSU,,,,,,,,,,,
284,MOEU0701286,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USSAV,2021-07-03T14:00:00-05:00,,2021-07-09T18:55:50.364724-05:00,,Gate in,1.0,2021-07-03T20:30:00
285,CSNU6972186,COSU,CNNGB,,,USMOB,,,2021-06-29T06:00:00,,Vessel arrival,1.0,2021-06-29T06:00:00
286,HLXU8452610,HLCU,VNVUT,,,USNYC,,,2021-06-27T09:00:00,,Unclassified,1.0,2021-06-27T09:00:00
287,UETU9004903,COSU,,,,,,,,,,,
288,CSNU6820075,COSU,,,,,,,,,,,
289,KOCU4857019,HDMU,CNSHG,,,USLAX,,,2021-06-18T18:00:00,,Vessel arrival,1.0,2021-06-18T18:00:00
290,CCLU7678985,COSU,,,,,,,,,,,
291,CCLU4701490,COSU,,,,,,,,,,,
292,TEMU7265780,HDMU,CNYTN,,,USLGB,,,2021-06-10T18:00:00,,Vessel arrival,1.0,2021-06-10T18:00:00
293,KOCU9011893,HDMU,CNYTN,,,USSAV,,,2021-07-03T13:00:00,,Unclassified,1.0,2021-07-03T13:00:00
294,BEAU6027027,COSU,,,,,,,,,,,
295,KOCU4859109,HDMU,CNSHG,,,USSAV,,,2021-06-28T13:00:00,,Vessel arrival,1.0,2021-06-28T13:00:00
296,KOCU9031360,HDMU,CNYTN,,,USLGB,,,2021-06-10T18:00:00,,Vessel arrival,1.0,2021-06-10T18:00:00
297,HDMU4725912,HDMU,CNSHG,,,USLAX,,,2021-06-18T18:00:00,,Vessel arrival,1.0,2021-06-18T18:00:00
298,SEGU4907447,COSU,,,,,,,,,,,
299,KOCU9021870,HDMU,CNYTN,,,USLGB,,,2021-06-10T18:00:00,,Vessel arrival,1.0,2021-06-10T18:00:00
300,HDMU4785676,HDMU,CNSHG,,,USLAX,,,2021-06-18T18:00:00,,Vessel arrival,1.0,2021-06-18T18:00:00
301,HMMU9038584,HDMU,CNSHG,,,USSAV,,,2021-06-28T13:00:00,,Vessel arrival,1.0,2021-06-28T13:00:00
302,TLLU6068880,ONEY,VNCMT,2021-05-29T22:40:00+07:00,2021-05-29T22:40:00+07:00,USLAX,2021-06-27T04:00:00-08:00,,2021-06-21T12:25:47.436031-08:00,,Vessel departure,1.0,2021-06-27T07:30:00
303,HLXU5277920,HLCU,VNVUT,2021-05-25T00:01:00+07:00,,USNYC,,,2021-07-08T05:30:00,,Unclassified,2.0,2021-07-08T05:30:00
304,UACU5739670,HLCU,VNHPH,,,CAVAN,,,2021-05-31T18:00:00,,Vessel arrival,2.0,2021-07-08T16:00:00
305,MRKU7447524,MAEU,CNXMG,2021-05-29T07:00:00+08:00,,USBAL,2021-07-07T07:00:00-04:00,,2021-07-10T14:17:18.626532-04:00,,Gate out,1.0,2021-07-12T19:00:00
306,TCKU3091983,MAEU,CNXMG,2021-05-29T07:00:00+08:00,,USBAL,2021-07-07T07:00:00-04:00,,2021-07-10T14:17:18.626532-04:00,,Gate out,1.0,2021-07-12T19:00:00
307,UACU5277612,HLCU,CNYTN,,,CAVAN,,,2021-07-01T16:00:00,,Unclassified,1.0,2021-07-01T16:00:00
308,NYKU5206689,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Gate in,1.0,2021-06-28T00:30:00
309,MSKU1415223,MAEU,CNXMG,2021-05-29T07:00:00+08:00,,USBAL,2021-07-07T07:00:00-04:00,,2021-07-10T14:17:18.626532-04:00,,Gate out,1.0,2021-07-12T19:00:00
310,TCLU1463923,HLCU,VNVUT,,,USNYC,,,2021-06-27T09:00:00,,Unclassified,1.0,2021-06-27T09:00:00
311,KKFU9148574,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USSAV,2021-07-03T14:00:00-05:00,,2021-07-09T18:55:50.364724-05:00,,Gate in,1.0,2021-07-03T20:30:00
312,TCLU6484868,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Gate in,1.0,2021-06-28T00:30:00
313,HLBU1562049,HLCU,CNYTN,,,CAVAN,,,2021-07-01T16:00:00,,Unclassified,1.0,2021-07-01T16:00:00
314,KKFU1698569,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Unclassified,1.0,2021-06-28T00:30:00
315,SUDU6917038,MAEU,CNXMG,2021-05-29T07:00:00+08:00,,USBAL,2021-07-07T07:00:00-04:00,,2021-07-10T14:17:18.626532-04:00,,Gate out,1.0,2021-07-12T19:00:00
316,GLDU5595469,MAEU,CNXMG,2021-05-29T07:00:00+08:00,,USBAL,2021-07-07T07:00:00-04:00,,2021-07-10T14:17:18.626532-04:00,,Gate out,1.0,2021-07-12T19:00:00
317,TLLU4064910,ONEY,VNCMT,2021-06-02T10:00:00+07:00,,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Unclassified,1.0,2021-06-21T08:30:00
318,SEGU4206452,ONEY,VNCMT,2021-05-29T22:40:00+07:00,2021-05-29T22:40:00+07:00,USLAX,2021-06-27T04:00:00-08:00,,2021-06-21T12:25:47.436031-08:00,,Vessel departure,1.0,2021-06-27T07:30:00
